ID,name_of_agent,longitude,latitude,time_of_measure,NO2_concentration,O3_concentration,PM10_concentration,PM25_concentration
174,worker[6],892675.6236269941,6245471.042814869,date ('2021-05-27 07:54:55'),64.06471936437819,44.21375,31.374721937709385,11.281388539738126
175,worker[6],892688.699798016,6245460.714796821,date ('2021-05-27 07:55:00'),53.09166590372721,44.224999999999994,29.883333047231037,10.78333298365275
176,worker[6],892701.6685419297,6245450.246298405,date ('2021-05-27 07:55:05'),53.1118047926161,44.23625,29.891944156752693,10.785277427567376
177,worker[6],892714.6372858435,6245439.777799989,date ('2021-05-27 07:55:10'),54.11583250893487,44.247499999999995,30.008611080381606,10.887222252951728
178,worker[6],892727.3730376814,6245429.052894085,date ('2021-05-27 07:55:15'),53.35208333333333,44.25875,30.009166606267293,10.889166696866354
179,worker[6],892720.4793966049,6245414.405650186,date ('2021-05-27 07:55:20'),53.37222222222222,44.269999999999996,30.01777771843804,10.891111140780978
180,worker[6],892717.9371392857,6245398.442238657,date ('2021-05-27 07:55:25'),51.91527771949768,44.38125,29.734028511577183,10.793055203225878
181,worker[6],892723.1612614885,6245382.615478882,date ('2021-05-27 07:55:30'),50.16500082015991,44.4925,29.349999237060548,10.695000147819519
182,worker[6],892729.8575773688,6245367.449768707,date ('2021-05-27 07:55:35'),50.18416748576694,44.503750000000004,29.35833257039388,10.696944593058692
183,worker[6],892735.315077239,6245351.728627173,date ('2021-05-27 07:55:40'),49.41777913835314,44.522222222222226,29.259445179833307,10.698889038297866
184,worker[6],892740.3111684945,6245335.847749328,date ('2021-05-27 07:55:45'),49.243750762939456,44.62625,29.76083404223124,10.693750190734864
185,worker[6],892741.110137402,6245319.344387295,date ('2021-05-27 07:55:50'),49.26250076293945,44.6375,29.769445154401993,10.695833524068197
186,worker[6],892756.8593204537,6245313.890855323,date ('2021-05-27 07:55:55'),49.28125076293945,44.64875,29.77805626657274,10.69791685740153
187,worker[6],892772.6085035056,6245308.4373233495,date ('2021-05-27 07:56:00'),49.300000762939455,44.66666666666667,29.693333689371745,10.700000190734864
188,worker[6],892788.3576865575,6245302.983791376,date ('2021-05-27 07:56:05'),50.10569439464145,44.67125,29.801806293593515,10.702083524068197
189,worker[6],892804.1051330501,6245297.5252638385,date ('2021-05-27 07:56:10'),50.12472217347887,44.682500000000005,29.810278516345555,10.70416685740153
190,worker[6],892819.8411655229,6245292.033901549,date ('2021-05-27 07:56:15'),52.01875138282776,44.6,29.424999237060547,10.712500154972076
191,worker[6],892835.5771979956,6245286.542539259,date ('2021-05-27 07:56:20'),51.44444368150499,44.711111111111116,29.333334096272786,10.71444460021125
